station_name,county,lat,lon,rain_3days,predicted_risk,risk_score,ground_truth
九份二山,南投縣,23.962025,120.845272,48.5,0,0.006666666666666667,0
基隆,基隆市,25.133314,121.740475,30.0,0,0.0,0
淡水,新北市,25.164889,121.448906,67.5,0,0.006666666666666667,0
新北,新北市,24.959207,121.525196,102.0,0,0.016666666666666666,1
陽明山,臺北市,25.162078,121.544547,199.5,1,0.5133333333333333,1
鞍部,臺北市,25.182586,121.529731,205.5,1,0.5166666666666667,1
新竹,新竹縣,24.828575,121.01455,174.5,0,0.09333333333333334,1
臺中,臺中市,24.145736,120.684075,62.0,0,0.0,0
澎湖,澎湖縣,23.565503,119.563094,0.0,0,0.0,0
日月潭,南投縣,23.881325,120.90805,29.5,0,0.0033333333333333335,0
阿里山,嘉義縣,23.508208,120.813242,134.5,0,0.09666666666666666,1
玉山,南投縣,23.48718,120.95943,97.5,0,0.02,0
嘉義,嘉義市,23.495925,120.432906,2.5,0,0.0,0
臺南,臺南市,22.99328,120.20492,0.0,0,0.0,0
高雄,高雄市,22.730432,120.312516,21.5,0,0.006666666666666667,0
恆春,屏東縣,22.003897,120.746339,47.0,0,0.006666666666666667,0
宜蘭,宜蘭縣,24.763975,121.756528,28.5,0,0.006666666666666667,0
花蓮,花蓮縣,23.975128,121.613275,9.5,0,0.0,0
成功,臺東縣,23.097486,121.373428,0.0,0,0.0,0
臺東,臺東縣,22.752211,121.154586,0.5,0,0.0033333333333333335,0
大武,臺東縣,22.35572,120.90374,20.0,0,0.006666666666666667,0
蘭嶼,臺東縣,22.0369,121.55843,55.0,0,0.006666666666666667,0
彭佳嶼,基隆市,25.627975,122.079744,116.0,0,0.02666666666666667,1
東吉島,澎湖縣,23.25727,119.66762,0.0,0,0.0,0
東沙島,高雄市,20.700856,116.73,0.0,0,0.0,0
永康,臺南市,23.038386,120.2367,0.0,0,0.0,0
金門(東),金門縣,24.448431,118.451786,0.0,0,0.0,0
武陵,臺中市,24.352825,121.308286,29.0,0,0.0,0
臺北,臺北市,25.037658,121.514853,91.0,0,0.01,0
彰師大,彰化縣,24.081389,120.556667,19.5,0,0.0,0
合歡山,花蓮縣,24.143186,121.284231,164.5,0,0.47,1
金門,金門縣,24.407306,118.289281,0.0,0,0.0,0
馬祖,連江縣,26.169467,119.923158,6.0,0,0.006666666666666667,0
麥寮,雲林縣,23.798783,120.217717,2.5,0,0.006666666666666667,0
新屋,桃園市,25.006725,121.047492,118.5,0,0.01,1
古坑(花),雲林縣,23.63353,120.55239,5.0,0,0.0,0
田中,彰化縣,23.873803,120.581286,8.0,0,0.006666666666666667,0
關渡,臺北市,25.133486,121.469331,96.5,0,0.01,0
新莊,新北市,25.051478,121.446756,99.5,0,0.013333333333333334,0
中和,新北市,24.991622,121.491792,86.5,0,0.01,0
石碇,新北市,24.993969,121.662917,117.0,0,0.02,1
文山,臺北市,25.00235,121.575728,83.5,0,0.006666666666666667,0
山佳,新北市,24.974944,121.402008,144.0,0,0.1,1
桶後,新北市,24.848222,121.597992,82.5,0,0.006666666666666667,0
林口,新北市,25.072181,121.380839,136.5,0,0.03333333333333333,1
八德,桃園市,24.928708,121.283289,127.0,0,0.02666666666666667,1
新埔,新竹縣,24.847447,121.038344,168.5,0,0.09333333333333334,1
鳥嘴山,新竹縣,24.719092,121.283872,160.0,0,0.4666666666666667,1
大河,苗栗縣,24.618069,120.948578,92.0,0,0.0,0
白蘭,新竹縣,24.579364,121.079947,119.0,0,0.01,1
太閣南,新竹縣,24.632808,121.160575,90.5,0,0.006666666666666667,0
鳳美,苗栗縣,24.554803,121.034747,86.5,0,0.0,0
大湖,苗栗縣,24.414939,120.870872,99.0,0,0.01,0
龍溪,苗栗縣,24.606489,120.783933,86.0,0,0.0,0
明德,苗栗縣,24.583486,120.885411,85.0,0,0.0,0
通霄,苗栗縣,24.471892,120.704622,80.0,0,0.0,0
南勢,苗栗縣,24.572486,120.734842,108.0,0,0.016666666666666666,1
梅花,新竹縣,24.678347,121.208558,114.5,0,0.03,1
馬都安,苗栗縣,24.451272,120.930192,99.0,0,0.01,0
雪嶺,臺中市,24.280586,121.026642,357.5,0,0.48333333333333334,1
象鼻,苗栗縣,24.368617,120.940228,178.5,1,0.5233333333333333,1
新開,苗栗縣,24.347703,120.827019,97.0,0,0.013333333333333334,0
松安,苗栗縣,24.397972,120.986022,195.0,1,0.5166666666666667,1
大甲,臺中市,24.347667,120.640403,69.5,0,0.0033333333333333335,0
東勢,臺中市,24.246428,120.833047,73.0,0,0.006666666666666667,0
石岡,臺中市,24.276061,120.777644,59.0,0,0.0033333333333333335,0
新伯公,臺中市,24.221361,120.841069,64.5,0,0.006666666666666667,0
稍來,臺中市,24.265689,121.001142,326.5,0,0.49,1
上谷關,臺中市,24.203483,121.018644,210.0,1,0.52,1
阿眉,南投縣,24.1263,120.994672,191.5,0,0.5,1
合歡山頂,南投縣,24.143442,121.272547,157.0,0,0.43333333333333335,1
菜瓜坪,嘉義縣,23.25163,120.57636,7.0,0,0.006666666666666667,0
楠西,臺南市,23.183511,120.484083,4.0,0,0.006666666666666667,0
龍美,嘉義縣,23.406728,120.654417,17.0,0,0.02,0
馬頭山,嘉義縣,23.324361,120.582017,12.5,0,0.006666666666666667,0
表湖,嘉義縣,23.241856,120.641658,15.0,0,0.04666666666666667,0
善化,臺南市,23.112883,120.297219,0.5,0,0.0033333333333333335,0
曾文,臺南市,23.219681,120.497328,4.5,0,0.006666666666666667,0
玉井,臺南市,23.126042,120.46055,2.0,0,0.006666666666666667,0
尖山,高雄市,22.813153,120.367789,4.5,0,0.006666666666666667,0
里港,屏東縣,22.779194,120.494589,38.5,0,0.006666666666666667,0
大津,高雄市,22.888322,120.645986,106.0,0,0.016666666666666666,1
沙崙,臺南市,22.935472,120.309406,0.0,0,0.0,0
高中,高雄市,23.134911,120.716711,39.0,0,0.04666666666666667,0
小關山,高雄市,23.154217,120.813603,117.0,0,0.02666666666666667,1
梅山,高雄市,23.268447,120.823556,66.5,0,0.03333333333333333,0
古亭坑,高雄市,22.893178,120.401947,12.5,0,0.006666666666666667,0
三地門,屏東縣,22.709889,120.639944,96.5,0,0.01,0
甲仙,高雄市,23.080106,120.591758,17.5,0,0.006666666666666667,0
潮州,屏東縣,22.534361,120.54,8.0,0,0.006666666666666667,0
清流,南投縣,24.080775,120.962997,129.0,0,0.02666666666666667,1
長豐,南投縣,24.102039,120.879897,108.0,0,0.056666666666666664,1
雙冬,南投縣,23.967378,120.802189,30.5,0,0.01,0
中寮,南投縣,23.884447,120.766406,18.5,0,0.0,0
大坑,臺中市,24.173142,120.722289,58.5,0,0.0,0
芬園,彰化縣,24.015678,120.6213,20.5,0,0.0,0
六分寮,南投縣,23.925069,120.637797,15.0,0,0.013333333333333334,0
草屯,南投縣,23.973672,120.68085,19.0,0,0.0,0
神木村,南投縣,23.532742,120.843667,70.0,0,0.013333333333333334,0
桶頭,南投縣,23.641944,120.654117,3.5,0,0.0,0
溪頭,南投縣,23.661789,120.807647,27.0,0,0.016666666666666666,0
下水埔,彰化縣,23.816114,120.5676,7.0,0,0.0033333333333333335,0
大雅,臺中市,24.215281,120.62445,43.0,0,0.0,0
溪湖,彰化縣,23.94835,120.479122,6.0,0,0.0,0
竹山,南投縣,23.761225,120.688156,6.5,0,0.0,0
草嶺,雲林縣,23.59555,120.693461,8.0,0,0.0033333333333333335,0
鳳凰,南投縣,23.728081,120.787347,11.0,0,0.006666666666666667,0
鹿港,彰化縣,24.0753,120.430481,15.0,0,0.006666666666666667,0
員林,彰化縣,23.946503,120.585597,14.0,0,0.0,0
武界,南投縣,23.913225,121.052483,67.0,0,0.04,0
翠峰,南投縣,24.109397,121.205211,106.0,0,0.02666666666666667,1
萬大,南投縣,23.979817,121.132261,85.0,0,0.016666666666666666,0
和社,南投縣,23.591131,120.888861,19.5,0,0.006666666666666667,0
丹大,南投縣,23.753747,121.141147,53.0,0,0.0,0
昆陽,南投縣,24.121322,121.273642,42.0,0,0.016666666666666666,0
廬山,南投縣,24.033311,121.181808,96.0,0,0.02,0
東原,臺南市,23.291597,120.463822,5.5,0,0.006666666666666667,0
北門,臺南市,23.267772,120.125481,1.5,0,0.006666666666666667,0
東後寮,嘉義縣,23.369892,120.248047,15.5,0,0.006666666666666667,0
東河,臺南市,23.296581,120.385592,1.0,0,0.0033333333333333335,0
獨立山,嘉義縣,23.537022,120.607797,6.0,0,0.02666666666666667,0
青雲,南投縣,23.793361,120.949378,21.0,0,0.0,0
卡奈托灣,南投縣,23.754364,121.087872,25.5,0,0.0,0
虎尾,雲林縣,23.719183,120.442036,12.0,0,0.006666666666666667,0
宜梧,雲林縣,23.536267,120.169311,0.0,0,0.0,0
佳里,臺南市,23.173039,120.145086,0.5,0,0.0033333333333333335,0
鼻頭角,新北市,25.129036,121.923372,7.5,0,0.0,0
大坪,新北市,25.165914,121.632969,106.5,0,0.016666666666666666,1
五指山,新北市,25.132153,121.608692,168.0,1,0.5133333333333333,1
雙溪,新北市,25.036003,121.864242,40.0,0,0.006666666666666667,0
三和,新北市,25.233153,121.595236,100.5,0,0.016666666666666666,1
金山,新北市,25.223628,121.643967,72.5,0,0.006666666666666667,0
寒溪,宜蘭縣,24.634003,121.716908,81.5,0,0.006666666666666667,0
雙連埤,宜蘭縣,24.753033,121.641303,92.0,0,0.02,0
三貂角,新北市,25.007606,122.002058,47.5,0,0.0,0
礁溪,宜蘭縣,24.817539,121.765608,28.5,0,0.006666666666666667,0
玉蘭,宜蘭縣,24.675286,121.587061,49.0,0,0.016666666666666666,0
太平山,宜蘭縣,24.505486,121.525656,13.0,0,0.016666666666666666,0
慈恩,花蓮縣,24.192044,121.388386,4.5,0,0.0,0
洛韶,花蓮縣,24.204558,121.453956,2.5,0,0.0,0
龍澗,花蓮縣,24.023289,121.411328,6.5,0,0.0033333333333333335,0
中興,花蓮縣,23.769503,121.498653,8.0,0,0.0,0
西林,花蓮縣,23.8119,121.441458,4.5,0,0.0,0
大觀,花蓮縣,23.714206,121.373133,8.0,0,0.0,0
太安,花蓮縣,23.666719,121.370128,7.5,0,0.02,0
大農,花蓮縣,23.615233,121.413331,7.0,0,0.0,0
布洛灣,花蓮縣,24.171842,121.571269,5.5,0,0.013333333333333334,0
天祥,花蓮縣,24.179597,121.495639,2.0,0,0.0,0
鯉魚潭,花蓮縣,23.935639,121.508944,9.5,0,0.0,0
光復,花蓮縣,23.660694,121.424964,6.0,0,0.0,0
東河,臺東縣,22.972672,121.303986,0.5,0,0.0033333333333333335,0
長濱,臺東縣,23.286817,121.411975,0.0,0,0.0,0
高寮,花蓮縣,23.394239,121.356808,0.5,0,0.0,0
明里,花蓮縣,23.208717,121.262342,0.0,0,0.0,0
紅葉,花蓮縣,23.493119,121.338806,2.0,0,0.0,0
立山,花蓮縣,23.443356,121.327375,1.5,0,0.0,0
摩天,臺東縣,23.199503,121.027,12.5,0,0.016666666666666666,0
太麻里,臺東縣,22.609022,120.985328,1.0,0,0.016666666666666666,0
知本,臺東縣,22.684872,121.005644,0.5,0,0.01,0
鹿野,臺東縣,22.917711,121.122994,0.0,0,0.0,0
靜浦,花蓮縣,23.455167,121.495028,0.0,0,0.0,0
綠島,臺東縣,22.667203,121.475328,0.5,0,0.0033333333333333335,0
池上,臺東縣,23.119628,121.209469,0.0,0,0.0,0
向陽,臺東縣,23.248397,120.986133,20.5,0,0.016666666666666666,0
佳心,花蓮縣,23.345667,121.213164,1.0,0,0.006666666666666667,0
玉里,花蓮縣,23.3215,121.339656,0.5,0,0.0,0
大溪山,臺東縣,22.478475,120.943325,1.0,0,0.006666666666666667,0
舞鶴,花蓮縣,23.468114,121.374069,1.0,0,0.0033333333333333335,0
力里,屏東縣,22.428117,120.629228,42.5,0,0.006666666666666667,0
檳榔,屏東縣,22.076075,120.836794,56.5,0,0.006666666666666667,0
壽卡,臺東縣,22.238911,120.858903,8.5,0,0.016666666666666666,0
車城,屏東縣,22.0744,120.716247,43.5,0,0.006666666666666667,0
貓鼻頭,屏東縣,21.921689,120.735817,37.5,0,0.006666666666666667,0
琉球嶼,屏東縣,22.332244,120.362236,16.5,0,0.006666666666666667,0
社子,臺北市,25.109508,121.469681,54.0,0,0.006666666666666667,0
天母,臺北市,25.117494,121.537169,80.5,0,0.006666666666666667,0
內湖,臺北市,25.079422,121.57545,101.5,0,0.016666666666666666,1
信義,臺北市,25.037822,121.564597,76.5,0,0.006666666666666667,0
石門山,屏東縣,22.112611,120.756597,37.0,0,0.006666666666666667,0
坪林,新北市,24.938183,121.70975,95.0,0,0.01,0
泰平,新北市,24.971197,121.823711,76.0,0,0.006666666666666667,0
汐止,新北市,25.066881,121.658778,99.0,0,0.01,0
月眉山,花蓮縣,23.809928,121.539828,11.5,0,0.0,0
水源,花蓮縣,23.991861,121.537169,13.0,0,0.0,0
南礦,苗栗縣,24.538278,121.002836,101.0,0,0.01,1
中竹林,臺中市,24.103556,120.751061,46.0,0,0.0033333333333333335,0
清水林,臺中市,24.071242,120.820419,55.0,0,0.04666666666666667,0
桐林,臺中市,24.066172,120.735194,28.0,0,0.006666666666666667,0
白冷,臺中市,24.182844,120.929889,152.5,0,0.46,1
白毛台,臺中市,24.158325,120.886933,118.0,0,0.05333333333333334,1
龍安,臺中市,24.1605,120.831961,98.5,0,0.02,0
伯公龍,臺中市,24.272392,120.849047,74.5,0,0.016666666666666666,0
南勢山,苗栗縣,24.421669,120.923831,115.0,0,0.06,1
南湖,苗栗縣,24.40135,120.837533,46.5,0,0.03,0
八卦,苗栗縣,24.491756,120.927619,123.0,0,0.06666666666666667,1
馬拉邦山,苗栗縣,24.367306,120.901656,112.0,0,0.04666666666666667,1
慶福山,臺中市,24.180853,120.848378,70.0,0,0.03666666666666667,0
烏石坑,臺中市,24.273503,120.947617,157.5,0,0.47333333333333333,1
樟湖,南投縣,23.905333,120.846983,44.0,0,0.0033333333333333335,0
鯉潭,南投縣,23.961922,120.991131,53.0,0,0.016666666666666666,0
埔中,南投縣,23.820778,120.642594,9.5,0,0.0,0
豐丘,南投縣,23.668178,120.887417,16.5,0,0.0,0
西巒,南投縣,23.754486,120.883956,17.0,0,0.013333333333333334,0
奧萬大,南投縣,23.952956,121.178556,56.0,0,0.016666666666666666,0
新興橋,南投縣,23.563333,120.868728,34.5,0,0.02666666666666667,0
頭凍,嘉義縣,23.406364,120.603339,12.5,0,0.03666666666666667,0
石磐龍,嘉義縣,23.496606,120.663506,17.0,0,0.02,0
龜山島,宜蘭縣,24.841667,121.953133,46.5,0,0.0033333333333333335,0
南田,臺東縣,22.279725,120.889208,17.5,0,0.006666666666666667,0
金崙,臺東縣,22.538122,120.966875,2.0,0,0.006666666666666667,0
金峰,臺東縣,22.590969,120.933236,4.5,0,0.006666666666666667,0
鳳林山,花蓮縣,23.735269,121.420131,7.0,0,0.0,0
大坑,花蓮縣,23.880628,121.581981,14.5,0,0.0033333333333333335,0
加路蘭山,花蓮縣,23.682947,121.5274,6.0,0,0.016666666666666666,0
豐濱,花蓮縣,23.583897,121.514806,1.5,0,0.0,0
水璉,花蓮縣,23.797131,121.542514,14.0,0,0.0,0
和中,花蓮縣,24.266761,121.741031,15.0,0,0.0,0
東澳,宜蘭縣,24.521958,121.833175,21.0,0,0.0,0
南澳,宜蘭縣,24.449347,121.810219,17.5,0,0.0,0
大屯山,臺北市,25.175675,121.522408,145.0,0,0.3933333333333333,1
神岡,臺中市,24.272481,120.658314,36.5,0,0.0033333333333333335,0
湖田國小,臺北市,25.168595,121.538915,191.5,1,0.5333333333333333,1
大屯國小,臺北市,25.154997,121.503915,105.0,0,0.016666666666666666,1
桃源國中,臺北市,25.134398,121.476914,85.0,0,0.006666666666666667,0
北投國小,臺北市,25.133897,121.498913,85.5,0,0.006666666666666667,0
陽明高中,臺北市,25.092496,121.51671,60.0,0,0.006666666666666667,0
太平國小,臺北市,25.061696,121.511708,76.0,0,0.006666666666666667,0
民生國中,臺北市,25.059693,121.566707,102.5,0,0.016666666666666666,1
中正國中,臺北市,25.031696,121.521906,77.0,0,0.006666666666666667,0
三興國小,臺北市,25.029194,121.558106,85.5,0,0.006666666666666667,0
格致國中,臺北市,25.131395,121.545613,99.0,0,0.01,0
平等國小,臺北市,25.129193,121.576412,198.0,0,0.4666666666666667,1
至善國中,臺北市,25.103294,121.555611,82.0,0,0.006666666666666667,0
碧湖國小,臺北市,25.084692,121.591709,105.5,0,0.016666666666666666,1
東湖國小,臺北市,25.069191,121.615007,92.0,0,0.01,0
留公國中,臺北市,25.037192,121.585606,96.0,0,0.013333333333333334,0
舊莊國小,臺北市,25.039991,121.619405,107.0,0,0.016666666666666666,1
博嘉國小,臺北市,25.002193,121.575304,87.0,0,0.01,0
北政國中,臺北市,24.984393,121.577502,86.5,0,0.01,0
埤腹,臺北市,24.986395,121.545303,74.5,0,0.006666666666666667,0
雙園,臺北市,25.030298,121.490307,70.0,0,0.006666666666666667,0
中洲,臺北市,25.105298,121.474712,81.5,0,0.006666666666666667,0
玉成,臺北市,25.052193,121.582507,97.5,0,0.01,0
建國,臺北市,25.072195,121.528909,81.0,0,0.006666666666666667,0
福德,臺北市,25.099395,121.528911,73.5,0,0.006666666666666667,0
奇岩,臺北市,25.123897,121.503113,81.5,0,0.006666666666666667,0
雙溪,臺北市,25.113593,121.569411,112.5,0,0.02,1
石門後池,桃園市,24.824459,121.25144,131.0,0,0.02666666666666667,1
大豹,新北市,24.887277,121.421373,139.0,0,0.33666666666666667,1
大桶山,新北市,24.876212,121.562992,35.0,0,0.03333333333333333,0
坪林(4),新北市,24.936401,121.710339,93.0,0,0.01,0
中正橋,臺北市,25.021931,121.516401,77.0,0,0.006666666666666667,0
五堵,基隆市,25.079005,121.696626,68.0,0,0.006666666666666667,0
竹子湖,臺北市,25.162299,121.54405,176.0,0,0.4866666666666667,1
碧湖,新北市,24.890886,121.745559,72.0,0,0.006666666666666667,0
石碇(2),新北市,24.991596,121.657883,73.0,0,0.006666666666666667,0
三峽,新北市,24.938878,121.355555,145.0,0,0.09666666666666666,1
瑞芳(2),新北市,25.110338,121.803301,29.0,0,0.006666666666666667,0
火燒寮,新北市,24.981089,121.749275,95.0,0,0.01,0
熊空山,新北市,24.87561,121.451992,102.0,0,0.05333333333333334,1
社后橋,新北市,25.063288,121.633793,65.0,0,0.006666666666666667,0
富貴角,新北市,25.288486,121.544109,79.0,0,0.006666666666666667,0
霞雲,桃園市,24.798205,121.358193,87.0,0,0.0,0
高義,桃園市,24.714905,121.358188,99.5,0,0.03666666666666667,0
玉峰,新竹縣,24.664908,121.308185,100.5,0,0.043333333333333335,1
巴陵,桃園市,24.681503,121.391485,62.5,0,0.0033333333333333335,0
池端,宜蘭縣,24.631499,121.474881,39.0,0,0.016666666666666666,0
嘎拉賀,桃園市,24.631502,121.408182,78.5,0,0.016666666666666666,0
白石,新竹縣,24.548212,121.224879,95.0,0,0.01,0
鎮西堡,新竹縣,24.564908,121.308179,78.0,0,0.01,0
西丘斯山,新竹縣,24.581505,121.358179,39.0,0,0.0,0
太平,新北市,24.971779,121.828198,71.0,0,0.006666666666666667,0
碧湖,新北市,24.892584,121.745694,67.0,0,0.006666666666666667,0
坪林,新北市,24.936785,121.713797,96.0,0,0.01,0
九芎根,新北市,24.902389,121.649896,77.5,0,0.006666666666666667,0
十三股,新北市,24.943989,121.649599,92.5,0,0.02,0
翡翠,新北市,24.907093,121.580097,74.0,0,0.006666666666666667,0
牛鬥,宜蘭縣,24.637836,121.573656,19.5,0,0.006666666666666667,0
紅石,臺東縣,23.069131,121.126219,0.0,0,0.0,0
新豐,新竹縣,24.870678,120.977211,182.5,0,0.10666666666666667,1
復興,桃園市,24.820208,121.352281,95.5,0,0.023333333333333334,0
橫山,新竹縣,24.711158,121.116933,104.0,0,0.01,1
龍潭,桃園市,24.870056,121.221389,160.0,0,0.13333333333333333,1
雪霸,新竹縣,24.526972,121.11605,86.5,0,0.0,0
竹東,新竹縣,24.767147,121.057881,126.0,0,0.01,1
蘆竹,桃園市,25.084275,121.265767,75.0,0,0.0,0
舊莊里,臺北市,25.03399,121.624705,113.5,0,0.02,1
茶製場,臺北市,25.028388,121.663304,107.0,0,0.016666666666666666,1
九如里,臺北市,25.032491,121.611605,85.5,0,0.006666666666666667,0
安泰里,臺北市,25.087591,121.613109,103.0,0,0.016666666666666666,1
溪山里,臺北市,25.136892,121.588912,285.5,0,0.48,1
明德樂園,臺北市,25.113693,121.565711,108.5,0,0.016666666666666666,1
菁山里,臺北市,25.143993,121.566013,197.5,0,0.4866666666666667,1
擎天崗,臺北市,25.163293,121.568014,279.0,1,0.5333333333333333,1
貴子坑,臺北市,25.155898,121.489815,92.0,0,0.01,0
劍南路,臺北市,25.089894,121.55131,81.0,0,0.006666666666666667,0
竹子湖,臺北市,25.168295,121.528315,179.0,1,0.5266666666666666,1
小油坑,臺北市,25.180294,121.548816,316.5,1,0.5166666666666667,1
挹翠山莊,臺北市,25.017093,121.574405,65.0,0,0.006666666666666667,0
指南里,臺北市,24.981493,121.580302,81.0,0,0.006666666666666667,0
貓空,臺北市,24.968892,121.595301,79.0,0,0.006666666666666667,0
平鎮,桃園市,24.897503,121.214636,4.5,0,0.006666666666666667,0
大溪,桃園市,24.882853,121.265547,84.5,0,0.006666666666666667,0
龜山,桃園市,25.028458,121.386561,160.5,0,0.11,1
寶山,新竹縣,24.735006,121.025192,116.5,0,0.01,1
頭份,苗栗縣,24.688247,120.912206,115.5,0,0.01,1
蘇樂,桃園市,24.700595,121.356813,101.5,0,0.056666666666666664,1
八里,新北市,25.150211,121.403947,52.5,0,0.006666666666666667,0
蘆洲,新北市,25.086594,121.472331,80.5,0,0.006666666666666667,0
土城,新北市,24.973208,121.445169,136.0,0,0.03,1
鶯歌,新北市,24.951533,121.346294,154.5,0,0.11,1
新興,高雄市,22.627422,120.298803,8.5,0,0.006666666666666667,0
五結,宜蘭縣,24.686369,121.797944,28.0,0,0.006666666666666667,0
觀音海岸,宜蘭縣,24.383194,121.778556,21.5,0,0.03,0
東澳嶺,宜蘭縣,24.5378,121.8485,27.0,0,0.013333333333333334,0
四獸山,臺北市,25.029293,121.582905,80.5,0,0.006666666666666667,0
福州山,臺北市,25.016894,121.554305,80.0,0,0.006666666666666667,0
金面山,臺北市,25.094893,121.56991,52.5,0,0.006666666666666667,0
大湖里,臺北市,25.096391,121.604109,117.0,0,0.02,1
稻香里,臺北市,25.147998,121.483915,91.5,0,0.01,0
劍潭山,臺北市,25.083096,121.52841,66.0,0,0.006666666666666667,0
仙跡岩,臺北市,24.989295,121.543203,66.0,0,0.006666666666666667,0
獅潭,苗栗縣,24.539133,120.920042,97.5,0,0.01,0
飛鳳山,新竹縣,24.766464,121.119178,74.0,0,0.0,0
外坪五指,新竹縣,24.644447,121.090961,97.5,0,0.02,0
卓蘭,苗栗縣,24.312558,120.824361,77.0,0,0.006666666666666667,0
公館,苗栗縣,24.526914,120.830806,100.0,0,0.006666666666666667,1
苑裡,苗栗縣,24.439714,120.653053,80.0,0,0.006666666666666667,0
造橋,苗栗縣,24.637056,120.864778,103.5,0,0.01,1
苗栗,苗栗縣,24.564569,120.824575,104.5,0,0.01,1
銅鑼,苗栗縣,24.489681,120.790853,82.0,0,0.0,0
西湖,苗栗縣,24.562947,120.7485,112.0,0,0.01,1
福興,彰化縣,24.041289,120.437669,15.5,0,0.0,0
秀水,彰化縣,24.03405,120.503869,17.5,0,0.0,0
埔鹽,彰化縣,24.000394,120.431683,7.0,0,0.0,0
埔心,彰化縣,23.947633,120.525456,8.5,0,0.0,0
田尾,彰化縣,23.901669,120.509389,10.5,0,0.006666666666666667,0
埤頭,彰化縣,23.866003,120.452806,3.5,0,0.0,0
北斗,彰化縣,23.877586,120.514222,6.5,0,0.0033333333333333335,0
社頭,彰化縣,23.897647,120.5862,9.5,0,0.006666666666666667,0
二水,彰化縣,23.810742,120.6173,6.5,0,0.0,0
芳苑,彰化縣,23.922303,120.320025,2.0,0,0.006666666666666667,0
伸港,彰化縣,24.148933,120.484403,18.0,0,0.006666666666666667,0
德基,臺中市,24.254783,121.190261,84.5,0,0.013333333333333334,0
大里,臺中市,24.092464,120.701378,27.0,0,0.0,0
烏日,臺中市,24.107058,120.624103,30.5,0,0.0,0
西屯,臺中市,24.179494,120.641275,47.0,0,0.0,0
南屯,臺中市,24.137006,120.637969,50.0,0,0.0,0
大安,臺中市,24.345061,120.588025,67.5,0,0.006666666666666667,0
后里,臺中市,24.310436,120.729725,56.0,0,0.0,0
豐原,臺中市,24.254322,120.720692,49.5,0,0.006666666666666667,0
潭子,臺中市,24.213106,120.703933,56.5,0,0.0,0
清水,臺中市,24.312297,120.562242,44.5,0,0.006666666666666667,0
外埔,臺中市,24.347817,120.705686,0.0,0,0.0,0
龍井,臺中市,24.184536,120.528972,24.5,0,0.0,0
新社,臺中市,24.200172,120.815806,71.0,0,0.016666666666666666,0
利嘉,臺東縣,22.809417,121.050528,1.5,0,0.016666666666666666,0
南美山,臺東縣,23.15025,121.382333,0.0,0,0.0,0
富源,花蓮縣,23.587642,121.378225,6.5,0,0.0,0
豐南,花蓮縣,23.122139,121.262389,0.0,0,0.0,0
大漢山,屏東縣,22.405264,120.753181,159.5,0,0.4266666666666667,1
羌黃坑,臺南市,23.07211,120.536955,7.5,0,0.006666666666666667,0
集來,高雄市,23.028691,120.592901,30.5,0,0.006666666666666667,0
來義,屏東縣,22.525964,120.676125,55.5,0,0.006666666666666667,0
南豐,南投縣,24.017338,121.088627,166.5,0,0.43,1
新發,高雄市,23.057019,120.646064,42.5,0,0.043333333333333335,0
藤枝,高雄市,23.071961,120.757042,70.0,0,0.013333333333333334,0
溪南(特),高雄市,23.084972,120.788475,74.0,0,0.013333333333333334,0
